"STATISTIC Label","Year","Age Group","Sex","Inward or Outward Flow","UNIT","VALUE"
"Estimated Migration (Persons in April)","1992","15 - 24 years","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1992","15 - 24 years","Female","Emigrants: All destinations","Thousand","11.7"
"Estimated Migration (Persons in April)","1992","15 - 24 years","Female","Immigrants: All origins","Thousand","6.5"
"Estimated Migration (Persons in April)","1992","25 - 44 years","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1992","25 - 44 years","Both sexes","Emigrants: All destinations","Thousand","8.8"
"Estimated Migration (Persons in April)","1992","25 - 44 years","Both sexes","Immigrants: All origins","Thousand","16.5"
"Estimated Migration (Persons in April)","1992","25 - 44 years","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1992","25 - 44 years","Male","Emigrants: All destinations","Thousand","5.8"
"Estimated Migration (Persons in April)","1992","25 - 44 years","Male","Immigrants: All origins","Thousand","9.3"
"Estimated Migration (Persons in April)","1992","25 - 44 years","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1992","25 - 44 years","Female","Emigrants: All destinations","Thousand","3"
"Estimated Migration (Persons in April)","1992","25 - 44 years","Female","Immigrants: All origins","Thousand","7.2"
"Estimated Migration (Persons in April)","1992","45 - 64 years","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1992","45 - 64 years","Both sexes","Emigrants: All destinations","Thousand","1.2"
"Estimated Migration (Persons in April)","1992","45 - 64 years","Both sexes","Immigrants: All origins","Thousand","4.1"
"Estimated Migration (Persons in April)","1992","45 - 64 years","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1992","45 - 64 years","Male","Emigrants: All destinations","Thousand","0.5"
"Estimated Migration (Persons in April)","1992","45 - 64 years","Male","Immigrants: All origins","Thousand","2.4"
"Estimated Migration (Persons in April)","1992","45 - 64 years","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1992","45 - 64 years","Female","Emigrants: All destinations","Thousand","0.7"
"Estimated Migration (Persons in April)","1992","45 - 64 years","Female","Immigrants: All origins","Thousand","1.7"
"Estimated Migration (Persons in April)","1992","65 years and over","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1992","65 years and over","Both sexes","Emigrants: All destinations","Thousand","0.2"
"Estimated Migration (Persons in April)","1992","65 years and over","Both sexes","Immigrants: All origins","Thousand","1.4"
"Estimated Migration (Persons in April)","1992","65 years and over","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1992","65 years and over","Male","Emigrants: All destinations","Thousand","0"
"Estimated Migration (Persons in April)","1992","65 years and over","Male","Immigrants: All origins","Thousand","0.8"
"Estimated Migration (Persons in April)","1992","65 years and over","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1992","65 years and over","Female","Emigrants: All destinations","Thousand","0.2"
"Estimated Migration (Persons in April)","1992","65 years and over","Female","Immigrants: All origins","Thousand","0.6"
"Estimated Migration (Persons in April)","1993","All ages","Both sexes","Net migration","Thousand","-0.4"
"Estimated Migration (Persons in April)","1993","All ages","Both sexes","Emigrants: All destinations","Thousand","35.1"
"Estimated Migration (Persons in April)","1993","All ages","Both sexes","Immigrants: All origins","Thousand","34.7"
"Estimated Migration (Persons in April)","1993","All ages","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","All ages","Male","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1993","All ages","Male","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1993","All ages","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","All ages","Female","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1993","All ages","Female","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1993","0 - 14 years","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","1.1"
"Estimated Migration (Persons in April)","1993","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","5.6"
"Estimated Migration (Persons in April)","1993","0 - 14 years","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","0 - 14 years","Male","Emigrants: All destinations","Thousand","0.6"
"Estimated Migration (Persons in April)","1993","0 - 14 years","Male","Immigrants: All origins","Thousand","2.9"
"Estimated Migration (Persons in April)","1993","0 - 14 years","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","0 - 14 years","Female","Emigrants: All destinations","Thousand","0.5"
"Estimated Migration (Persons in April)","1993","0 - 14 years","Female","Immigrants: All origins","Thousand","2.6"
"Estimated Migration (Persons in April)","1993","15 - 24 years","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","15 - 24 years","Both sexes","Emigrants: All destinations","Thousand","23.6"
"Estimated Migration (Persons in April)","1993","15 - 24 years","Both sexes","Immigrants: All origins","Thousand","10.3"
"Estimated Migration (Persons in April)","1993","15 - 24 years","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","15 - 24 years","Male","Emigrants: All destinations","Thousand","10.9"
"Estimated Migration (Persons in April)","1993","15 - 24 years","Male","Immigrants: All origins","Thousand","4.2"
"Estimated Migration (Persons in April)","1993","15 - 24 years","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","15 - 24 years","Female","Emigrants: All destinations","Thousand","12.7"
"Estimated Migration (Persons in April)","1993","15 - 24 years","Female","Immigrants: All origins","Thousand","6"
"Estimated Migration (Persons in April)","1993","25 - 44 years","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","25 - 44 years","Both sexes","Emigrants: All destinations","Thousand","9.1"
"Estimated Migration (Persons in April)","1993","25 - 44 years","Both sexes","Immigrants: All origins","Thousand","14.5"
"Estimated Migration (Persons in April)","1993","25 - 44 years","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","25 - 44 years","Male","Emigrants: All destinations","Thousand","5.7"
"Estimated Migration (Persons in April)","1993","25 - 44 years","Male","Immigrants: All origins","Thousand","7.8"
"Estimated Migration (Persons in April)","1993","25 - 44 years","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","25 - 44 years","Female","Emigrants: All destinations","Thousand","3.4"
"Estimated Migration (Persons in April)","1993","25 - 44 years","Female","Immigrants: All origins","Thousand","6.6"
"Estimated Migration (Persons in April)","1993","45 - 64 years","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","45 - 64 years","Both sexes","Emigrants: All destinations","Thousand","1.2"
"Estimated Migration (Persons in April)","1993","45 - 64 years","Both sexes","Immigrants: All origins","Thousand","3.6"
"Estimated Migration (Persons in April)","1993","45 - 64 years","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","45 - 64 years","Male","Emigrants: All destinations","Thousand","0.4"
"Estimated Migration (Persons in April)","1993","45 - 64 years","Male","Immigrants: All origins","Thousand","2"
"Estimated Migration (Persons in April)","1993","45 - 64 years","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","45 - 64 years","Female","Emigrants: All destinations","Thousand","0.8"
"Estimated Migration (Persons in April)","1993","45 - 64 years","Female","Immigrants: All origins","Thousand","1.6"
"Estimated Migration (Persons in April)","1993","65 years and over","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","65 years and over","Both sexes","Emigrants: All destinations","Thousand","0.2"
"Estimated Migration (Persons in April)","1993","65 years and over","Both sexes","Immigrants: All origins","Thousand","0.8"
"Estimated Migration (Persons in April)","1993","65 years and over","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","65 years and over","Male","Emigrants: All destinations","Thousand","0.1"
"Estimated Migration (Persons in April)","1993","65 years and over","Male","Immigrants: All origins","Thousand","0.5"
"Estimated Migration (Persons in April)","1993","65 years and over","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1993","65 years and over","Female","Emigrants: All destinations","Thousand","0.1"
"Estimated Migration (Persons in April)","1993","65 years and over","Female","Immigrants: All origins","Thousand","0.4"
"Estimated Migration (Persons in April)","1994","All ages","Both sexes","Net migration","Thousand","-4.7"
"Estimated Migration (Persons in April)","1994","All ages","Both sexes","Emigrants: All destinations","Thousand","34.8"
"Estimated Migration (Persons in April)","1994","All ages","Both sexes","Immigrants: All origins","Thousand","30.1"
"Estimated Migration (Persons in April)","1994","All ages","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1994","All ages","Male","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1994","All ages","Male","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1994","All ages","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1994","All ages","Female","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1994","All ages","Female","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1994","0 - 14 years","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1994","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","1.4"
"Estimated Migration (Persons in April)","1994","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","4.4"
"Estimated Migration (Persons in April)","1994","0 - 14 years","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1994","0 - 14 years","Male","Emigrants: All destinations","Thousand","0.6"
"Estimated Migration (Persons in April)","1994","0 - 14 years","Male","Immigrants: All origins","Thousand","2.4"
"Estimated Migration (Persons in April)","1994","0 - 14 years","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1994","0 - 14 years","Female","Emigrants: All destinations","Thousand","0.7"
"Estimated Migration (Persons in April)","1994","0 - 14 years","Female","Immigrants: All origins","Thousand","2"
"Estimated Migration (Persons in April)","1994","15 - 24 years","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1994","15 - 24 years","Both sexes","Emigrants: All destinations","Thousand","24.6"
